SalePrice,Unit_Price,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,FEN_IndoorArea,FEC_ExterQual_dual,FEC_LotShape_dual,FEC_ExterCond_dual,FEC_BsmtQual_dual,FEC_BsmtCond_dual,FEC_BsmtExposure_dual,FEC_BsmtFinType1_dual,FEC_BsmtFinType2_dual,FEC_HeatingQC_dual,FEC_Functional_dual,FEC_KitchenQual_dual,FEC_GarageQual_dual,FEC_GarageFinish_dual,FEC_GarageCond_dual,FEC_PavedDrive_dual,FEC_PoolQC_dual,FEC_Fence_dual,FEC_FireplaceQu_dual,FEC_Alley_dual,FEC_OverallQual_dual,FEC_OverallCond_dual,FEC_BsmtFullBath_dual,FEC_BsmtHalfBath_dual,FEC_FullBath_dual,FEC_HalfBath_dual,FEC_BedroomAbvGr_dual,FEC_KitchenAbvGr_dual,FEC_TotRmsAbvGrd_dual,FEC_Fireplaces_dual,FEC_GarageCars_dual,FEC_YearBuilt_dual,FEC_YearRemodAdd_dual,FEC_MoSold_dual,FEC_YrSold_dual,FEC_GarageYrBlt_dual,FEC_LotArea_dual,FEC_MasVnrArea_dual,FEC_BsmtFinSF1_dual,FEC_BsmtFinSF2_dual,FEC_BsmtUnfSF_dual,FEC_TotalBsmtSF_dual,FEC_1stFlrSF_dual,FEC_2ndFlrSF_dual,FEC_LowQualFinSF_dual,FEC_GrLivArea_dual,FEC_GarageArea_dual,FEC_WoodDeckSF_dual,FEC_OpenPorchSF_dual,FEC_EnclosedPorch_dual,FEC_3SsnPorch_dual,FEC_ScreenPorch_dual,FEC_PoolArea_dual,FEC_MiscVal_dual,FEC_LotFrontage_dual,FEN_YearAfterRemode,FEN_YearAfterbuilt,FEN_TotRmsAbvGrd_Per_GrLivArea,FEN_BsmtTotalbath,FEN_GrLivTotalbath,FEN_Area_comp0,FEN_Area_comp1,FEN_Area_comp2,FEN_Area_comp3,FEN_Area_comp4,FEN_Area_comp5,FEN_Area_comp7
129500,62.25901674,20,RL,70,11200,Pave,0,1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,5,1965,1965,Hip,CompShg,HdBoard,HdBoard,None,0,3,3,CBlock,2,3,1,3,906,1,0,134,1040,GasA,5,Y,SBrkr,1040,0,0,1040,1,0,1,0,3,1,2,5,7,0,0,Detchd,1965,1,1,384,3,3,3,0,0,0,0,0,0,0,0,None,0,2,2008,WD,Normal,2080.01,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,0,1,0,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,1,43,43,0.004807688,1,1,1.223556766,-0.316584577,0.126503101,-0.051591156,-0.005567085,-0.043197653,-0.044314469
345000,98.5990363,60,RL,85,11924,Pave,0,2,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,9,5,2005,2006,Hip,CompShg,WdShing,Wd Sdng,Stone,286,5,3,PConc,4,3,1,6,998,1,0,177,1175,GasA,5,Y,SBrkr,1182,1142,0,2324,1,0,3,0,4,1,4,11,7,2,4,BuiltIn,2005,3,3,736,3,3,3,147,21,0,0,0,0,0,0,None,0,7,2006,New,Partial,3499.01,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,0,0,0,0,1,0,1,0.004733217,1,3,-0.756786478,0.087278286,0.295153182,-0.106661004,-0.044854233,0.007618911,0.018396649
144000,78.94650278,20,RL,0,12968,Pave,0,3,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,6,1962,1962,Hip,CompShg,HdBoard,Plywood,None,0,3,3,CBlock,2,3,1,5,737,1,0,175,912,GasA,3,Y,SBrkr,912,0,0,912,1,0,1,0,2,1,2,4,7,0,0,Detchd,1962,1,1,352,3,3,3,140,0,0,0,176,0,0,0,None,0,9,2008,WD,Normal,1824.01,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,0,1,0,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,0,0,1,1,1,0,0,0,1,0,0,0,46,46,0.00438596,1,1,2.948002054,-0.280582538,0.080858407,-0.076767638,-0.011789398,-0.033220277,-0.03723752
279500,93.54020388,20,RL,91,10652,Pave,0,2,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2006,2007,Gable,CompShg,VinylSd,VinylSd,Stone,306,4,3,PConc,3,3,3,1,0,1,0,1494,1494,GasA,5,Y,SBrkr,1494,0,0,1494,0,0,2,0,3,1,3,7,7,1,4,Attchd,2006,2,3,840,3,3,3,160,33,0,0,0,0,0,0,None,0,8,2007,New,Partial,2988.01,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,0,1,1,1,1,0,0,0,0,0,1,0,1,0.004685405,0,2,-0.600865978,-0.004728914,-0.36711818,0.033765804,-0.110564969,0.056857886,0.05941471
157000,62.64914087,20,RL,0,10920,Pave,0,2,Lvl,AllPub,Corner,Gtl,Names,Norm,Norm,1Fam,1Story,6,5,1960,1960,Hip,CompShg,MetalSd,MetalSd,BrkFace,212,3,3,CBlock,2,3,1,4,733,1,0,520,1253,GasA,3,Y,SBrkr,1253,0,0,1253,1,0,1,1,2,1,2,5,7,1,2,Attchd,1960,2,1,352,3,3,3,0,213,176,0,0,0,0,2,None,0,5,2008,WD,Normal,2506.01,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,0,1,1,0,0,0,0,0,48,48,0.00399042,1,2,0.194505715,-0.213774716,-0.03432665,-0.033175705,0.008171119,-0.057282474,0.047523128
132000,78.29088623,45,RM,51,6120,Pave,0,1,Lvl,AllPub,Corner,Gtl,BrkSide,Norm,Norm,1Fam,1.5Unf,7,8,1929,2001,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,3,3,BrkTil,2,3,1,1,0,1,0,832,832,GasA,5,Y,FuseA,854,0,0,854,0,0,1,0,2,1,2,5,7,0,0,Detchd,1991,1,2,576,3,3,3,48,112,0,0,0,0,0,4,None,0,7,2007,WD,Normal,1686.01,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,0,0,1,0,1,1,1,0,1,1,1,1,1,1,1,0,0,0,1,1,1,0,0,1,1,1,1,0,0,0,0,0,1,6,78,0.005854794,0,1,-0.535237996,-0.002139405,-0.361916055,0.056840889,-0.133267385,0.08976886,-0.051111208
149000,74.20244818,20,RL,0,11241,Pave,0,2,Lvl,AllPub,CulDSac,Gtl,Names,Norm,Norm,1Fam,1Story,6,7,1970,1970,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,180,3,3,CBlock,2,3,1,5,578,1,0,426,1004,GasA,5,Y,SBrkr,1004,0,0,1004,1,0,1,0,2,1,2,5,7,1,3,Attchd,1970,3,2,480,3,3,3,0,0,0,0,0,0,0,0,Shed,700,3,2010,WD,Normal,2008.01,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,1,0,40,40,0.004980075,1,1,1.435204349,-0.204532998,-0.043281013,-0.033738469,-0.070734223,0.001321152,0.041965818
90000,69.44337279,90,RL,72,10791,Pave,0,1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,Duplex,1Story,4,5,1967,1967,Gable,CompShg,MetalSd,MetalSd,None,0,3,3,Slab,0,0,0,0,0,0,0,0,0,GasA,3,Y,SBrkr,1296,0,0,1296,0,0,2,0,2,2,2,6,7,0,0,CarPort,1967,1,2,516,3,3,3,0,0,0,0,0,0,0,0,Shed,500,10,2006,WD,Normal,1296.01,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,1,0,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,39,39,0.004629626,0,2,4.174987503,0.206930274,0.191555778,0.753137076,-0.067900637,-0.004885012,-0.020345075
159000,71.36381181,20,RL,66,13695,Pave,0,1,Lvl,AllPub,Inside,Gtl,SawyerW,RRAe,Norm,1Fam,1Story,5,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,None,0,3,3,PConc,2,3,1,6,646,1,0,468,1114,GasA,5,Y,SBrkr,1114,0,0,1114,1,0,1,1,3,1,3,6,7,0,0,Detchd,2004,1,2,576,3,3,3,0,102,0,0,0,0,0,0,None,0,6,2008,WD,Normal,2228.01,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,0,0,1,1,0,1,0,0,0,0,0,1,4,4,0.005385992,1,2,1.984097536,-0.201310267,-0.047078625,-0.036959035,-0.06639495,0.011893817,-0.047708542
139000,58.69882856,20,RL,70,7560,Pave,0,1,Lvl,AllPub,Inside,Gtl,Names,Norm,Norm,1Fam,1Story,5,6,1958,1965,Hip,CompShg,BrkFace,Plywood,None,0,3,3,CBlock,2,3,1,2,504,1,0,525,1029,GasA,3,Y,SBrkr,1339,0,0,1339,0,0,1,0,3,1,2,6,6,0,0,Attchd,1958,1,1,294,3,3,3,0,0,0,0,0,0,0,3,None,0,5,2009,COD,Abnorml,2368.01,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,0,0,1,0,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,1,44,51,0.004480953,0,1,-0.96911866,-0.140825104,-0.048684663,0.095670252,0.050748834,-0.073183149,-0.022431562
325300,92.04814913,60,RL,101,14215,Pave,0,2,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,1Fam,2Story,8,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,380,4,3,PConc,4,3,3,1,0,1,0,1158,1158,GasA,5,Y,SBrkr,1158,1218,0,2376,0,0,3,1,4,1,3,9,7,1,4,BuiltIn,2005,2,3,853,3,3,3,240,154,0,0,0,0,0,0,None,0,11,2006,New,Partial,3534.01,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,1,1,1,1,0,0,0,0,0,1,0,1,0.003787877,0,4,-0.14591453,0.324802577,-0.025739187,-0.09232004,-0.082030633,0.051671256,0.054695938
139400,79.88447124,45,RM,57,7449,Pave,1,1,Bnk,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Unf,7,7,1930,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,3,3,PConc,2,3,1,1,0,1,0,637,637,GasA,5,Y,FuseF,1108,0,0,1108,0,0,1,0,3,1,3,6,7,1,4,Attchd,1930,1,1,280,3,3,1,0,0,205,0,0,0,0,4,None,0,6,2007,WD,Normal,1745.01,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,0,1,1,0,0,1,0,0,0,0,1,57,77,0.005415158,0,1,0.106490931,0.054629453,-0.224125052,0.21365101,0.039005006,-0.055234213,-0.01489274
230000,64.38933713,20,RL,75,9742,Pave,0,1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,8,5,2002,2002,Hip,CompShg,VinylSd,VinylSd,BrkFace,281,4,3,PConc,3,3,1,1,0,1,0,1777,1777,GasA,5,Y,SBrkr,1795,0,0,1795,0,0,2,0,3,1,3,7,7,1,4,Attchd,2002,2,2,534,3,3,3,171,159,0,0,0,0,0,0,None,0,9,2008,WD,Normal,3572.01,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,0,1,1,1,1,0,0,0,0,0,1,6,6,0.003899719,0,2,-1.438760756,-0.006503213,-0.365764511,0.027395612,-0.005153644,-0.021290704,0.057200015
129900,61.85655375,120,RM,44,4224,Pave,0,1,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,TwnhsE,1Story,5,7,1976,1976,Gable,CompShg,CemntBd,CemntBd,None,0,3,3,PConc,3,3,1,6,840,1,0,200,1040,GasA,3,Y,SBrkr,1060,0,0,1060,1,0,1,0,3,1,2,6,7,1,3,Attchd,1976,1,2,572,3,3,3,100,110,0,0,0,0,0,0,None,0,6,2007,WD,Normal,2100.01,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,0,1,1,1,1,0,0,0,0,0,1,31,31,0.005660372,1,1,-2.14884625,-0.318670968,0.116857045,0.028269345,-0.069698404,0.019644819,-0.064864102
154000,72.64082414,20,RL,0,8246,Pave,0,2,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,8,1968,2001,Gable,CompShg,Plywood,Plywood,None,0,3,4,CBlock,2,3,2,3,188,5,668,204,1060,GasA,5,Y,SBrkr,1060,0,0,1060,1,0,1,0,3,1,3,6,7,1,3,Attchd,1968,1,1,270,3,3,3,406,90,0,0,0,0,0,3,None,0,5,2010,WD,Normal,2120.01,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,9,42,0.005660372,1,1,-0.27199323,-0.146261368,-0.037209195,0.042114719,0.269179624,0.24109124,0.029996951
256300,80.95337364,20,RL,110,14230,Pave,0,1,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,1Fam,1Story,8,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,Stone,640,4,3,PConc,3,3,1,1,0,1,0,1566,1566,GasA,5,Y,SBrkr,1600,0,0,1600,0,0,2,0,3,1,3,7,7,1,4,Attchd,2007,2,3,890,3,3,3,0,56,0,0,0,0,0,0,None,0,7,2009,WD,Normal,3166.01,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,0,1,1,0,1,0,0,0,0,0,1,2,2,0.004374997,0,2,0.328480004,0.005427018,-0.363633799,0.024118052,-0.133410694,0.050949285,0.157538893
134800,74.8880568,20,RL,60,7200,Pave,0,1,Lvl,AllPub,Corner,Gtl,Names,Norm,Norm,1Fam,1Story,5,7,1951,2000,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,3,3,CBlock,2,3,2,4,234,3,486,180,900,GasA,3,Y,SBrkr,900,0,0,900,0,1,1,0,3,1,3,5,7,0,0,Detchd,2005,1,2,576,3,3,3,222,32,0,0,0,0,0,0,None,0,5,2010,WD,Normal,1800.01,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,1,1,0,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,1,10,59,0.005555549,1,1,-0.160854894,-0.169735075,-0.015772947,0.066026684,0.089746179,0.308815574,-0.013472311
